崇正学； 育真才。
苔色侵衣桁； 松声韵野弦。
澄怀聊自适； 清风扑人来。
秋色月如水； 夕阳春在花。
穿池银汉近； 叠石岱云生。
石古苔生遍； 亭香草不凡。
花竹有和气； 园林无俗情。
客心洗流水； 树身穿草亭。
高阁横秀气； 飞泉挂碧蜂。
忠为百世师； 山势当空出。
川光初媚日； 野气欲沉山。
晓钟时出寺； 高树晚生云。
文章开窔奥； 经训乃菑畲。
几人得其趣； 千载有余情。
忠烈千秋志； 芳名万古存。
看黄庭有味； 笑白发无闲。
忧民催白发； 字道悔青春。
瓢杓汲千古； 道途开十方。
石泉飞树杪； 禅磬落山阴。
石龛飞爨火； 岩树接峰烟。
人来青嶂外； 钟出白云间。
五云天际起； 万象眼中收。
高座宾庐岳； 虚窗镜蠡湖。
文章千古业； 孝友一家春。
山中无历日； 寒尽不知年。
山中藏古寺； 山外尽劳人。
鉴开天一色； 沼净月孤圆。
活泼宜观水； 飞天欲问龙。
流水天然趣； 游鱼自在缘。
倚槛含真谛； 临池识化机。
体生虽有相； 云出本无心。
以诗书为线； 掐笔墨为钩。
游鱼潜绿水； 好鸟鸣高枝。
松柏有本性； 园林无俗性。
幽居在空谷； 努力爱春华。
金从炼后真； 君臣三大节。
唐汉无双寺； 古今第一山。
招邀数君子； 沉醉万荷花。
盘石生乌桕； 当门种白榆。
过桥分野色； 移石动云根。
尘缘空宝镜； 岭表一袈裟。
云来山补缺； 月静水无痕。
瑶草无尘根； 往来资白业。
挥戈拨云雾； 把酒看湖山。
乱山吞落日； 平畴交远风。
青峰环郭绕； 碧树倚天扶。
冠冕通南极； 文章接上台。
有雨云生石； 无风叶满山。
人入画图中； 水作青萝带。
举目点遥空； 设佛崇天帝。
移民效古风； 临军称将勇。
玩洞羡诗雄； 剑气冲星斗。
文光射日虹； 异境从天辟。
登临眼界空； 万家愁带雨。
一水怒长风； 古佛形容怪。
奇人气象雄； 回看腰上剑。
飞去作长虹； 岩洞千丈高。
登临万象空； 旌旗红耀日。
壮士气如虹； 长啸千山应。
撑天凌日月； 插地震山河。
户外一峰秀； 窗前万木低。
江流横万里； 天柱插三峰。
但愿行好事； 不用问前程。
白云四壁合； 青霭入看无。
石古苔痕厚； 岩深日影悠。
存心在畎亩； 立志复幽燕。
随师同患难； 与国共存亡。
春秋多佳日； 园林无俗情。
桂林无杂木； 山水有清音。
岩洞天工巧； 楼台地势幽。
非夸金色相； 但羡石肝肠。
明千秋大义； 为国家锄奸。
慈心施妙法； 济众送良方。
佩韦遵考训； 晦木谨师传。
爱君希道泰； 忧国愿年丰。
无事莫生事； 有事莫畏事。
开入圣之门； 石鼓喧海岛。
云卧衣裳冷； 山气日夕佳。
地留孤屿小； 人与此堂高。
钧衡右宗伯； 俎豆小西湖。
定而后能静； 言之必可行。
窗中列远岫； 天际识归舟。
夫死妇亦死； 君亡明即亡。
佛塔风霜古； 禅房花木深。
至教遗千载； 微言播万语。
诗书资博约； 礼教致中和。
土润泉丰涌； 地灵水净甘。
高潭悬日月； 法幢起国魂。
朝廷隆祀典； 天地毓神灵。
鸢飞月窟地； 鱼跃海中天。
文章阐道德； 石宝蕴光辉。
贞节传千古； 正气感人间。
大用为霖雨； 崇朝洗甲兵。
要为斯世暖； 无改在山清。
有僧皆佛印； 无客不东坡。
真情无人见； 假情天有知。
瑞气降寰宇； 兰香遍大千。
独奉圣朝朔； 来开盘古荒。
珠帘一桁平； 泉声常入室。
空门不用关； 莲花涵海镜。
云气千峰出； 烟霞一径通。
一径飞红雨； 千林散绿荫。
乾坤浮一镜； 日月跳双丸。
秋水清无底； 奇石浪纹斜。
积翠一岫冷； 蹲湖二坊高。
水声琴韵古； 山色画图新。
鹤老难知寿； 松高不计年。
寒潭千载洁； 玉泉一堆香。
大千同了义； 不二总忘机。
松藏一寺小； 云落半崖阴。
石栈重悬阁； 云亭半蔽花。
山空无俗染； 洞僻有云浮。
云卷千峰色； 瀑和万籁声。
淡水到门流； 结庐在人境。
晓行湘水春； 友古今善事。
鹤舞千年树； 云生四面山。
天机花酝酿； 人物玉玲珑。
养白鹿在洞； 坐青牛谈经。
一寺带石出； 双泉夹洞流。
清水融初月； 莲塘绽早葩。
山川资俊杰； 时势造英雄。
天吞绝壑空； 古柏亭亭立。
晴看汉水广； 秋觉岘山高。
锵锵戛金玉； 句句欲飞鸣。
睿泽深天地； 宗风越古今。
花路入溪口； 潭影空人心。
法雨诸天集； 慈云胜地新。
明湖邀碧月； 秋水醉红莲。
桂香飘十里； 诗韵遗千秋。
余霞带飞阁； 花柳上春城。
两崖如剑立； 一江似布悬。
世间无比酒； 天下有名楼。
湖南岳阳楼； 湖湘第一楼。
登山上衡岳； 泛湖入洞庭。
大江流日夜； 明月照高楼。
云开天可语； 诗伴鹤来归。
大江流日夜； 西北有高楼。
晴看汉水广； 秋觉岘山高。
花影常迷径； 波光欲上楼。
烟光随地尽； 水色到天无。
洞庭连天碧； 君山入地青。
焚香夜读书； 一日无心出。
碧溪锁少林； 太室千岩古。
泉流功德水； 山辟普门僧。
立马空东海； 登高望太平。
足临清净地； 身在图画中。
万山拜其下； 孤云卧此中。
迷路天作合； 了道心圆地。
悲音似海潮； 谈经翻贝叶。
论不空之空； 雨洒昙花嫩。
风翻贝叶香； 花雨禅心寂。
松风鸟语清； 寂静闻天籁。
心空转法轮； 根深即果茂。
源远而流长； 在欲而无欲。
居尘不染尘； 清风当作伴。
明月久为邻； 勤修戒定慧。
息灭贪嗔痴； 澄神生觉性。
亡虑灭迷情； 欲灭贪嗔毒。
须寻智慧刀； 明灯恒作伴。
云扶石扶云； 佛顶山顶佛。
锦屏临海浪； 法雨飞天花。
乾坤容我静； 名利任人忙。
远离烦恼垢； 增长菩提心。
放眼看青山； 天开千里月。
行时林出泉； 秀语夺山绿。
年年如意春； 风和花织地。
娥眉自多娇； 皓月无幽意。
清风有激情； 江山仍画里。
平地见人家； 胜游从此起。
千叶千如来； 亭空千霜月。
钟吼老龙王； 宿世身金粟。
经声留白云； 幽谷多俊秀。
伏虎定禅心； 携来双黛秀。
虎啸霁长空； 山月流古雪。
风虎浴清泉； 地连香积水。
山静独闻钟； 密林藏伏虎。
窗前万木低； 尔去之罗浮。
我还憩峨眉； 长啸峨眉北。
池分阿耨泉； 层峰连瓦屋。
楼深复道通； 有客曾歌凤。
中峰绕瑞烟； 桃花飞绿水。
焚香晓更清； 万树菩提国。
千灯智慧山； 安禅龙驯性。
云散一溪烟； 绿叶栖黄鸟。
白浪满青山； 春秋多佳日。
万古一牛心； 山中奔日月。
地底激风雷； 云投檐下宿。
行时杖出泉； 锡飞常近鹤。
锡杖倚枯松； 山行本无雨。
猿声出绿萝； 悬来太古雪。
仙九者在焉； 山峰形九老。
建国有精神； 鸟语音多异。
猿啼意自惊； 水月通禅寂。
鱼龙听梵音； 独敲初夜磬。
天地见鸿蒙； 流光时渡壑。
焰影欲连天； 山岚银世界。
宝气玉毫光； 五岳皆培塿。
三巴在几筵； 不陟高寒处。
安知天地宽； 天香飘广殿。
山气宿空廊； 绝顶来还晚。
寒窗睡达明； 遥瞻太古雪。
雪山碧云遮； 玉峰迎旭日。
旷望凌风烟； 云中觅古经。
雾里听流声； 峨眉独秀丽。
波澜动远空； 禹穴藏书地。
赐茗出龙团； 白水澄空界。
青莲问法华； 林放到池月。
风吹入户云； 擘路洪椿去。
晏坐般若场； 境寂闻天籁。
引尔入三昧； 接上修行路。
引开方便门； 云封天际路。
烟锁梵宫楼； 松柏掩古寺。
祥云绕佛城； 知足心常乐。
四海兰竹诗； 千年存幽寺。
几日卧名山； 回首苍茫外。
拨云见祗园； 寺小藏宋额。
佛门功德深； 赏花醉幽径。
焚香悟天机； 竹带南海露。
宝筏渡迷津； 境寂闻天籁。
庄严古洞天； 华严多胜境。
峰破漏明霞； 斜阳楼阁外。
芳草江天边； 赏花醉幽径。
水藏日月光； 烟笼五色云。
剑台双树直； 丹进百泉通。
仙宫悬石壁； 道室插云巅。
山疑鞭石就； 室似凿空悬。
入门俱法界； 出路即尘氛。
希夷丹气满； 邋遢剑光妍。
身登青云梯； 跋山寻鸟道。
磊石压虹腰； 烟霞怀旧侣。
碧涧有芝英； 瀑落瑶琴响。
萝依古木垂； 群峰拥翠色。
两江映清流； 冷抱烟云宿。
迎曦日放光； 蓝桥委仙迹。
风威著靖魔； 地据江原胜。
老子非常道； 皇帝有高台。
涉趣皆流目； 到来生隐心。
彭祖八百岁； 老子五千言。
天师祝正一； 法宝周大千。
天逼星辰大； 城春草木深。
水声长在耳； 云气欲生衣。
室有山林乐； 人同天地春。
典千三清苑； 朱明七洞天。
小楼容我静； 大地任人忙。
振衣千仞岗； 濯足万里流。
境以沧江旷； 山因真隐高。
楼观沧海日； 江入大荒流。
净业江澄镜； 圆光月映珠。
来时觉幽奥； 到此豁心胸。
三山锁京口； 此地镇长江。
静观得众妙； 展席俯长流。
长江此天险； 中国有圣人。
室雅何须大； 花香不在多。
潮平两岸阔； 江上数峰青。
众山遥对酒； 孤屿共题诗。
江流石不转； 云在意俱迟。
夕阳无限好； 高处不胜寒。
江天供一览； 心迹喜双清。
龛收江海气； 碑出鱼龙渊。
云连鹰岛白； 水抱象山青。
江声犹带蜀； 山色欲吞吴。
海为龙世界； 天是鹤家乡。
放眼瀛台小； 置身天地孤。
入寺恍疑雨； 终霄只觉寒。
梳长生鹤发； 妆不老峰头。
水清鱼读月； 山静鸟谈天。
海上生明月； 山中有白云。
涧草足灵药； 仙山多白云。
绿树多生意； 白云无尽时。
青松如膏沐； 白云生坐边。
松翠时相引； 梨红不肯凋。
湖空山色静； 阁回树光寒。
海暗云无叶； 山寒雪有花。
无言谁当酬； 去草搜奇石。
一宝贮消虚； 虽无着足处。
自有破颜时； 窟中眠似蛰。
座上吼如雷； 咬人须见血。
踞地了无形； 未曾登宝座。
四围山色里； 终日泉石中。
与天同不朽； 易地则皆然。
仙鹤千年寿； 苍松万古春。
福如东海大； 寿比南山高。
松柏长春茂； 颐年养性情。
松龄长岁月； 鹤语记春秋。
幸福征寿考； 大年享升平。
南山欣作颂； 北海喜开樽。
鹤算千年寿； 松龄万古春。
佳辰逢岳降； 瑞气霭春晖。
勋迹光日月； 精神富流年。
寿添沧海日； 松祝小春天。
一乡称长者； 七十日古稀。
歌人生三乐； 颂天保九如。
一乡称寿母； 九十不为奇。
百岁为上寿； 一言乃千金。
盛世常青树； 百年不老松。
交柯树并茂； 合卺筵同开。
椿萱夸并茂； 日月庆双辉。
斑衣人绕滕； 白首案齐眉。
合欢花常艳； 伉俪寿无疆。
于飞谐凤卜； 维梦叶熊占。
玉堂双璧合； 宝树万枝荣。
琴瑟春常润； 人天月共圆。
礼堂新献颂； 妆阁合催诗。
锦瑟调鸿案； 香词谱凤台。
新春贺双美； 齐飞庆百年。
柳画眉梢黛； 梅添额上妆。
春回谐凤律； 风静奏鸾萧。
春和花并蒂； 日暖树交柯。
日掩芙蓉帐； 春添锦绣帏。
良辰入奇怀； 虚室绝尘想。
即事已可悦； 赏心还自怡。
青山吟意远； 红树寄归迟。
苦读千年史； 笑吟万家诗。
苔石随人古； 山花拂面香。
事可对人语； 福向俭中求。
松风清耳目； 蕙气袭认襟。
春秋多佳日； 山水有清音。
草木含清色； 岩廊挹大犹。
草色和云暖； 梅花带月寒。
茗杯暝起味； 书卷静中缘。
荒城临古渡； 落日满秋山。
枳棘成而刺； 担黎食之甘。
柳深陶令宅； 月静庚公楼。
要求真学问； 莫做假文章。
看人用白眼； 当户有青山。
秋菊有佳色； 幽兰生前庭。
读书难字过； 回首白云间。
风逆花迎面； 山深云湔衣。
甘从千日醉； 耻与万人同。
荆州爱山简； 刺史似寇恂。
历下此亭古； 济南名士多。
气得神仙迥； 情依节制尊。
穷愁但有骨； 诗兴不无神。
挺身艰难际； 张目视寇仇。
文章开窔奥； 节制收英髦。
闻说江山好； 终嗟风趣频。
养拙干戈际； 用心霜雪间。
倚杖看孤石； 开林出远山。
中天悬明月； 绝代有佳人。
少水沙即现； 是土堤方成。
蚕为天下虫； 鸿是江边鸟。
一团拥宝炬； 千点灿银星。
九陌连灯影； 千门庆月华。
万家元宵夜； 一街太平歌。
万家元夕宴； 一路太平歌。
千家春不夜； 万里月连宵。
天上冰轮满； 人间玉漏迟。
天上冰轮满； 人间彩灯明。
天上一轮满； 人间万里明。
元夕万家宴； 宵月千里明。
火树银花合； 星桥铁索开。
火树祥光丽； 星桥宝炬红。
灯月千家晓； 笙歌万户春。
灯楼灿明月； 火树暖春风。
花市千门雪； 灯衢万里春。
青阳调玉烛； 华月送清歌。
明月千门雪； 银灯万树花。
兔魂连银海； 鳌山接紫微。
放手擎明月； 开心乐元宵。
春阳调玉烛； 华月送清歌。
银花开火树； 铁锁启金桥。
南宋状元宰相； 西江孝子忠臣。
我欲乘风归去； 谁能喝月倒行。
渺天涯之一角； 忆仙石于五羊。
宁与凤凰比翼； 不随鸡鹜争鸣。
寺借香山名振； 门从大禹开来。
劲气常摩星斗； 精忠直薄云天。
诚则无贰无杂； 气也至大至刚。
易曰刚健中正； 书云文武圣神。
好事流芳千古； 良书播惠九州。
钓者不在鱼也； 先生其犹龙乎。
开天窗说亮话； 有大石当中流。
既遁世而无闷； 发潜德之幽光。
峰从何处飞来； 泉自有时冷起。
峰从无处飞来； 泉自禹时冷起。
求此人之仿佛； 抚孤松而盘醒。
五世三登宰辅； 奕朝累掌丝纶。
窥林屿而放泊； 指烟云以问乡。
绿柳红蓼渔墅； 白沙翠竹江村。
笑不了古今事； 看得见去来人。
秀夺千重翠幕； 凉添一片冰壶。
海内文章第一； 山中宰相无双。
名园别有天地； 老树不知岁时。
悠悠乾坤共老； 昭昭日月争光。
黄山半点秀气； 东海一郡文风。
东邻文峰古塔； 西近才子花洲。
与古人商出处； 从词义究根源。
振兴训诂学术； 发扬祖国文化。
也是红妆翠袖； 然而青史丹心。
识得此中滋味； 觅来无上清凉。
此地有佳山水； 善人多贤子孙。
德被民生为圣； 功侔天地曰仁。
藉花木培生气； 避尘嚣作散人。
醉月花阴竹影； 吟风水槛山亭。
